time,target_speed,current_speed,throttle,brake
12.4813,2.60065,2.54887,0,0
12.536,2.63072,2.47585,0.0254946,0
12.5866,2.63044,2.43138,0.0339057,0
12.6428,2.60706,2.36953,0.0587519,0
12.6961,2.57722,2.32682,0.0702139,0
12.7489,2.5342,2.27993,0.0840134,0
12.792,2.51874,2.25133,0.107044,0
12.8418,2.52831,2.22615,0.142774,0
12.8934,2.55691,2.2061,0.183557,0
12.9478,2.59711,2.19324,0.226097,0
13.0047,2.63965,2.19294,0.26354,0
13.0606,2.66432,2.20794,0.284071,0
13.1102,2.65177,2.23943,0.2786,0
13.1642,2.62636,2.27672,0.273918,0
13.2161,2.58957,2.33041,0.252177,0
13.262,2.55191,2.38023,0.235385,0
13.3074,2.52949,2.42479,0.226385,0
13.3538,2.5386,2.46364,0,0
13.4081,2.57546,2.50412,0,0
13.4613,2.58683,2.52883,0,0
13.5186,2.65085,2.51475,0.288119,0
13.5714,2.67422,2.48728,0.307428,0
13.6267,2.66334,2.43911,0.328749,0
13.6797,2.64177,2.43911,0.316351,0
13.7316,2.59674,2.48547,0.272842,0
13.7896,2.5674,2.52196,0,0
13.8478,2.51344,2.60096,0,0
13.8933,2.47759,2.63502,0.18385,0
13.9355,2.45727,2.63067,0.184515,0
13.9807,2.47128,2.61581,0.19854,0
14.0313,2.52705,2.60227,0,0
14.0873,2.57478,2.60275,0,0
14.1438,2.67354,2.601,0,0
14.201,2.70348,2.57678,0.300517,0
14.2506,2.69599,2.52275,0.323518,0
14.3035,2.6772,2.48747,0.33117,0
14.3558,2.63702,2.47884,0.316147,0
14.4032,2.60532,2.50631,0,0
14.4555,2.56157,2.5591,0,0
14.5126,2.52284,2.60291,0,0
14.557,2.50046,2.60282,0.22941,0
14.6134,2.52648,2.58078,0,0
14.6736,2.59617,2.5437,0,0
14.715,2.68757,2.52375,0.364511,0
14.7666,2.72913,2.49926,0.385851,0
14.8352,2.73757,2.46391,0.409602,0
14.8891,2.71002,2.47893,0.383942,0
14.9418,2.67587,2.53225,0.351096,0
14.997,2.63752,2.62097,0,0
15.0473,2.59434,2.69929,0.255045,0
15.1014,2.55164,2.77768,0.202861,0
15.1517,2.48102,2.79424,0.166336,0
15.2038,2.45861,2.81641,0.143388,0
15.2782,2.48944,2.82876,0.147859,0
15.3307,2.61273,2.83895,0.198864,0
15.3818,2.69543,2.83842,0.207958,0
15.4247,2.78,2.83902,0,0
15.4822,2.79615,2.84339,0,0
15.5319,2.806,2.84366,0,0
15.5739,2.82511,2.84366,0,0
15.6229,2.87098,2.77925,0,0
15.6776,2.90561,2.74746,0.308767,0
15.7352,2.95699,2.67524,0.382382,0
15.7774,2.98457,2.63459,0.408598,0
15.8192,3.00588,2.62824,0.427939,0
15.871,3.01278,2.64198,0.437647,0
15.932,3.01507,2.73559,0.399849,0
15.9846,3.00448,2.82192,0.378109,0
16.0302,2.98722,2.91977,0,0
16.0736,2.96296,3.00203,0,0
16.1229,2.94144,3.06566,0.27602,0
16.1739,2.89548,3.09495,0.24294,0
16.2296,2.86875,3.08656,0.241077,0
16.2771,2.81139,3.08987,0.192249,0
16.3301,2.79919,3.08987,0.185449,0
16.384,2.72578,3.11756,0.10292,0
16.4387,2.72578,3.11756,0.109743,0
16.496,2.60953,3.12907,0,0
16.5466,2.57452,3.11891,0,0
16.5919,2.52328,3.0912,0,0
16.6568,2.49786,3.06423,0,0
16.7064,2.43565,2.97256,0,0
16.7622,2.42703,2.94589,0,0
16.8142,2.24936,2.86206,0,0.211335
16.8607,2.24936,2.86206,0,0.248097
16.912,2.25079,2.72475,0,0.227973
16.9592,2.2555,2.72475,0,0.254478
17.017,2.40898,2.53116,0,0
17.0703,2.43022,2.53116,0,0
17.1201,2.46519,2.36343,0,0
17.1821,2.48883,2.32951,0,0
17.2563,2.52533,2.2611,0.0439164,0
17.3005,2.55679,2.20478,0.0879813,0
17.3568,2.55308,2.15169,0.116356,0
17.4106,2.53166,2.11954,0.132919,0
17.4629,2.4972,2.09289,0.149114,0
17.5186,2.46484,2.08333,0.160208,0
17.571,2.43916,2.08043,0.174451,0
17.621,2.44932,2.08472,0.206802,0
17.6818,2.48133,2.09646,0.240695,0
17.7278,2.52289,2.11557,0.272982,0
17.7752,2.56139,2.13933,0.300703,0
17.8231,2.58088,2.17315,0.311863,0
17.866,2.575,2.21178,0.310352,0
17.9182,2.55531,2.26253,0.297605,0
17.968,2.52651,2.31787,0.279086,0
18.0211,2.48883,2.38765,0.243777,0
18.0801,2.45336,2.44125,0,0
18.1345,1.83253,2.51338,0,0
18.1833,1.85432,2.54393,0,0
18.2324,1.9013,2.53749,0,0
18.2851,1.94075,2.51724,0,0
18.3285,1.98902,2.46971,0,0
18.3904,1.99171,2.43839,0,0
18.4588,1.96525,2.36829,0,0
18.5067,1.93292,2.36829,0,0
18.5597,1.88968,2.25801,0,0
18.6108,1.86023,2.25801,0,0.202491
18.6621,1.83692,2.1618,0,0
18.7172,1.83692,2.1618,0,0.215962
18.7661,1.9173,2.0337,0,0
18.8376,1.95985,2.0337,0,0
18.8952,2.01179,1.90334,0,0
18.9464,2.00252,1.90334,0,0
18.9962,1.96744,1.81954,0,0
19.0433,1.96716,1.81954,0,0
19.0985,1.90227,1.74863,0,0
19.152,1.89464,1.74863,0,0
19.209,1.82001,1.67067,0,0
19.254,1.79707,1.64136,0.00302163,0
19.3108,1.82367,1.60224,0.0551416,0
19.3564,1.8735,1.5696,0.104796,0
19.3999,1.96083,1.53266,0.182785,0
19.4594,2.00581,1.52143,0.20942,0
19.5131,2.07912,1.51594,0.275208,0
19.5671,2.08157,1.51594,0.287021,0
19.6139,2.05406,1.57576,0.260841,0
19.6599,2.0342,1.60602,0.281651,0
19.7142,1.99544,1.67294,0.250523,0
19.7646,2.56203,1.71584,0.657677,0
19.8089,2.51514,1.79393,0.466365,0
19.8652,2.48439,1.83523,0.498134,0
19.9237,2.43573,1.95796,0.442149,0
19.9731,2.4126,2.05593,0.439889,0
20.0221,2.45133,2.21903,0.41305,0
20.0782,2.50781,2.21903,0.502706,0
20.1223,2.01721,2.46498,0.00222936,0
20.1726,2.65227,2.46498,0.628171,0
20.2342,2.06718,2.67313,0,0
20.285,2.65061,2.67313,0,0
20.3245,2.01426,2.77647,0,0
20.3825,1.99728,2.77647,0,0
20.4279,1.9438,2.75086,0,0
20.5003,1.91904,2.75086,0,0
20.5517,1.85257,2.64743,0,0
20.6019,1.85107,2.6101,0,0.208348
20.655,1.79907,2.53875,0,0.245959
20.7061,1.79909,2.53875,0,0.290329
20.7534,1.93474,2.36336,0,0.207183
20.8176,1.95858,2.30437,0,0
20.8759,2.11882,2.16529,0,0
20.9273,2.12002,2.16529,0,0
20.9467,2.14483,2.06663,0,0
